SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
01-JAN-2020,1,26340,23706,27153,24325,23821,1123,6465,0,13080,0,15,19,1703,852,-151,-47,854,1681,854,-150,-44
01-JAN-2020,2,26921,24132,27684,24750,24393,1083,6465,0,13080,0,17,19,1703,853,-146,0,854,1681,854,-143,0
01-JAN-2020,3,26569,23752,27240,24370,24085,1053,6465,0,13080,0,18,18,1703,852,-53,0,854,1681,854,-49,0
01-JAN-2020,4,25754,22942,26435,23558,23350,1022,6465,0,13080,0,15,16,1703,852,-66,0,854,1681,854,-65,0
01-JAN-2020,5,25075,22307,25824,22923,22788,1002,6465,0,13080,0,15,16,1704,853,-74,-60,854,1681,854,-72,-65
01-JAN-2020,6,24468,21761,25542,22716,22212,981,6465,0,13080,0,332,355,1703,845,-74,-68,854,1681,835,-72,-67
01-JAN-2020,7,23724,21010,25226,22449,21455,980,6465,0,13080,0,828,839,1703,213,-74,0,854,1681,196,-72,0
01-JAN-2020,8,23041,20410,24573,21869,20859,979,6465,0,13080,0,858,859,1703,174,-74,0,832,1681,173,-72,0
01-JAN-2020,9,22537,20617,23822,21658,20472,988,6465,0,13080,0,593,586,1704,104,-74,0,-18,1681,102,-72,0
01-JAN-2020,10,22322,20302,23898,21687,20314,997,6465,0,13080,0,830,845,1704,102,-74,0,-72,1681,102,-72,0
01-JAN-2020,11,22358,20020,23879,21468,20376,997,6465,0,13080,0,847,848,1700,316,-74,0,175,1676,325,-72,0
01-JAN-2020,12,22511,20160,24017,21604,20540,996,6465,0,13080,0,841,843,1700,336,-65,0,193,1676,337,-61,0
01-JAN-2020,13,23354,20389,24795,21831,21325,995,6465,0,13080,0,841,842,1703,587,13,0,808,1680,594,16,0
01-JAN-2020,14,23690,20723,25038,22023,21728,993,6465,0,13080,0,708,699,1703,598,-40,0,839,1680,599,-44,0
01-JAN-2020,15,24162,21422,25199,22369,22203,1010,6465,0,13080,0,355,347,1704,785,-82,0,853,1681,789,-77,0
01-JAN-2020,16,24414,21924,25297,22809,22476,1026,6465,0,13080,0,283,285,1704,792,13,0,854,1681,791,16,0
01-JAN-2020,17,24904,22462,25618,23167,22941,1029,6465,3,13080,0,114,105,1704,851,14,0,854,1681,855,16,0
01-JAN-2020,18,25639,23173,26254,23789,23645,1032,6465,44,13080,0,15,16,1704,853,14,0,854,1681,855,16,0
01-JAN-2020,19,26840,24473,27506,25088,24776,1067,6465,265,13080,0,14,15,1704,854,-52,15,854,1680,856,-52,19
01-JAN-2020,20,28095,25687,28707,26299,25857,1101,6465,614,13080,0,12,13,1703,854,61,114,854,1681,856,66,115
01-JAN-2020,21,29209,26846,29818,27457,26849,1142,6465,897,13080,0,9,11,1798,900,69,23,900,1777,903,68,23
01-JAN-2020,22,29757,27412,30366,28023,27331,1183,6465,1080,13080,0,9,11,1801,902,66,78,902,1779,903,68,83
01-JAN-2020,23,30508,28024,31117,28635,28051,1216,6465,1080,13080,0,9,11,1954,976,79,134,977,1932,980,79,136
01-JAN-2020,24,31378,28655,31987,29268,28886,1248,6465,1080,13080,0,9,9,1959,979,69,124,980,1933,981,67,121
01-JAN-2020,25,32317,29698,32961,30307,29747,1273,6465,1060,13080,0,9,9,1998,999,-35,10,999,1972,1000,-36,9
01-JAN-2020,26,32654,29933,33263,30543,30008,1298,6465,1120,13080,0,9,11,2000,1000,20,0,1000,1973,1000,25,0
01-JAN-2020,27,32943,30168,33554,30781,30251,1327,6465,850,13080,0,11,13,2000,999,73,24,1000,1973,1000,74,29
01-JAN-2020,28,33021,30107,33633,30721,30300,1355,6465,693,13080,0,12,14,1999,999,48,112,1000,1973,1000,50,118
01-JAN-2020,29,33273,30146,33882,30757,30601,1367,6465,458,13080,0,9,11,2000,999,81,250,1000,1973,1000,81,251
01-JAN-2020,30,33502,30326,34111,30937,30821,1378,6465,241,13080,0,9,11,1999,1000,81,227,1000,1973,1000,81,226
01-JAN-2020,31,33908,30662,34517,31272,31160,1421,6465,63,13080,0,9,11,2000,956,81,353,973,1973,956,81,356
01-JAN-2020,32,34616,31228,35225,31839,31801,1463,6465,7,13080,0,9,10,2000,954,81,485,972,1972,956,81,484
01-JAN-2020,33,35524,32072,36139,32684,32662,1496,6465,0,13080,0,15,12,1999,998,81,504,1018,1973,999,81,500
01-JAN-2020,34,36757,33274,37364,33881,33837,1529,6465,0,13080,0,7,7,1999,1000,81,504,1020,1973,1000,81,500
01-JAN-2020,35,37271,33745,37877,34352,34372,1558,6465,0,13080,0,6,6,2000,980,81,504,969,1973,980,81,500
01-JAN-2020,36,37061,33528,37667,34135,34243,1587,6465,0,13080,0,6,7,2000,978,81,504,949,1973,979,81,500
01-JAN-2020,37,36138,33577,36745,34184,33460,1622,6465,0,13080,0,7,7,2000,898,81,504,147,1973,897,81,500
01-JAN-2020,38,35398,32667,36006,33276,32793,1657,6465,0,13080,0,8,9,2001,895,81,504,99,1973,895,81,500
01-JAN-2020,39,34613,31701,35221,32310,32127,1677,6465,0,13080,0,8,9,2001,729,81,504,127,1973,723,81,500
01-JAN-2020,40,33645,30708,34254,31316,31204,1697,6465,0,13080,0,9,7,2000,723,81,504,128,1973,723,81,500
01-JAN-2020,41,32734,29654,33343,30263,30388,1722,6465,0,13080,0,9,9,2000,831,81,504,337,1973,836,81,500
01-JAN-2020,42,31564,28484,32173,29093,29371,1747,6465,0,13080,0,9,9,2000,835,81,504,340,1972,838,81,500
01-JAN-2020,43,30352,27751,31121,28361,28221,1784,6465,0,13080,0,9,11,1906,945,81,504,-160,1875,950,81,500
01-JAN-2020,44,28724,26095,29519,26705,26747,1821,6465,0,13080,0,9,11,1899,950,81,504,-186,1865,950,81,500
01-JAN-2020,45,27187,24984,28451,25595,25315,1854,6465,0,13080,0,9,11,1430,856,81,504,-655,1396,855,81,500
01-JAN-2020,46,25909,23752,27181,24363,24056,1886,6465,0,13080,0,9,11,1396,850,81,504,-663,1362,845,81,500
01-JAN-2020,47,24414,21682,25023,22291,22661,1895,6465,0,13080,0,9,9,695,419,81,504,19,667,406,81,500
01-JAN-2020,48,23293,20621,23906,21236,21680,1904,6465,0,13080,0,13,15,659,396,81,504,56,656,392,81,500
02-JAN-2020,1,23040,20317,23830,21028,21509,1942,6465,0,13080,0,190,205,1151,136,81,504,115,1144,127,81,500
02-JAN-2020,2,23334,20588,24221,21476,21879,1979,6465,0,13080,0,287,289,1162,123,81,504,118,1135,124,81,500
02-JAN-2020,3,23037,20506,23938,21396,21619,2004,6465,0,13080,0,289,290,441,258,81,504,-12,418,262,81,500
02-JAN-2020,4,22355,19886,23736,21273,21009,2029,6465,0,13080,0,764,786,323,264,81,504,-17,292,263,81,502
02-JAN-2020,5,21773,19223,24031,21533,20517,2067,6465,0,13080,0,606,605,-1051,310,81,504,-1,-1070,310,81,500
02-JAN-2020,6,21437,18883,24080,21451,20202,2105,6465,0,13080,0,852,853,-1190,312,81,504,-1,-1182,309,81,500
02-JAN-2020,7,20953,18658,24037,21464,19694,2164,6465,0,13080,0,591,582,-1609,134,81,504,-284,-1599,127,81,500
02-JAN-2020,8,20625,18266,24090,21448,19356,2222,6465,0,13080,0,940,957,-1628,126,81,504,-297,-1607,122,81,500
02-JAN-2020,9,20398,18485,24410,21583,19161,2253,6465,0,13080,0,703,690,-1628,-337,81,504,-744,-1607,-355,81,500
02-JAN-2020,10,20522,18598,24637,21766,19253,2283,6465,0,13080,0,747,759,-1627,-378,81,504,-763,-1604,-377,81,500
02-JAN-2020,11,21149,19162,24518,21796,19891,2306,6465,0,13080,0,564,557,-1378,-143,81,504,-684,-1355,-136,81,500
02-JAN-2020,12,22034,20051,25080,22201,20791,2328,6465,0,13080,0,273,257,-1369,-132,81,504,-672,-1358,-134,81,500
02-JAN-2020,13,24340,21732,27009,24353,23046,2343,6465,0,13080,0,8,9,-1734,-294,81,504,-33,-1721,-301,81,500
02-JAN-2020,14,26141,23388,28804,26009,24792,2358,6465,0,13080,0,8,9,-1735,-302,81,504,-18,-1700,-301,81,500
02-JAN-2020,15,28428,26316,30972,27998,26994,2406,6465,0,13080,0,9,11,-969,-147,81,504,-819,-941,-143,81,500
02-JAN-2020,16,29932,27765,32463,29447,28484,2454,6465,0,13080,0,9,11,-923,-141,81,504,-858,-915,-137,81,500
02-JAN-2020,17,31417,28559,33373,30295,29916,2459,6465,1,13080,0,9,6,-1104,-2,81,504,-241,-1097,-1,81,500
02-JAN-2020,18,32717,29759,34628,31491,31152,2463,6465,76,13080,0,9,4,-1091,0,81,504,-211,-1064,-1,81,500
02-JAN-2020,19,34075,30971,34926,31763,32315,2521,6465,288,13080,0,9,11,-235,0,81,504,-7,-213,-1,81,500
02-JAN-2020,20,34646,31533,35434,32321,32759,2578,6465,504,13080,0,8,6,-180,0,81,504,0,-178,-1,81,500
02-JAN-2020,21,35016,31839,35742,32567,33025,2636,6465,872,13080,0,9,11,-117,0,81,504,0,-114,-1,81,500
02-JAN-2020,22,35202,31885,35923,32609,33137,2693,6465,755,13080,0,7,4,-114,0,81,504,0,-108,-1,81,500
02-JAN-2020,23,35668,32364,36276,32970,33513,2739,6465,771,13080,0,8,4,244,0,81,504,0,250,-1,81,500
02-JAN-2020,24,35977,32659,36586,33270,33749,2785,6465,790,13080,0,9,11,261,0,81,504,0,258,-1,81,500
02-JAN-2020,25,36409,32998,37018,33609,34122,2820,6465,690,13080,0,9,11,517,0,81,504,0,517,-1,81,500
02-JAN-2020,26,36431,32966,37040,33576,34114,2854,6465,564,13080,0,9,11,524,0,81,504,0,508,-1,81,500
02-JAN-2020,27,36389,32906,36998,33532,34074,2883,6465,453,13080,0,9,10,23,0,81,504,0,12,-1,81,500
02-JAN-2020,28,36185,32651,36794,33275,33901,2912,6465,389,13080,0,9,6,0,0,81,504,0,0,-1,81,500
02-JAN-2020,29,36394,32916,37001,33529,34143,2870,6465,265,13080,0,7,6,0,178,81,504,0,0,185,81,500
02-JAN-2020,30,36720,33196,37328,33813,34488,2828,6465,139,13080,0,8,9,0,190,81,504,0,3,183,81,500
02-JAN-2020,31,37055,33722,37959,34458,34835,2846,6465,31,13080,0,11,7,276,-146,81,504,-147,279,-156,81,500
02-JAN-2020,32,37376,34070,38287,34811,35143,2864,6465,3,13080,0,13,8,356,-158,79,456,-140,376,-154,78,447
02-JAN-2020,33,38890,34830,39508,35443,36496,2855,6465,0,13080,0,18,11,1673,254,22,310,530,1682,267,23,301
02-JAN-2020,34,40066,35832,40678,36442,37508,2846,6465,0,13080,0,12,10,1799,282,64,230,567,1777,285,63,223
02-JAN-2020,35,40528,35806,41219,36414,37872,2856,6465,0,13080,0,8,8,1991,630,-83,82,954,1971,639,-89,76
02-JAN-2020,36,40391,35747,41213,36355,37789,2865,6465,0,13080,0,7,8,1998,647,-190,-25,960,1967,645,-191,-28
02-JAN-2020,37,39465,35500,40445,36108,36967,2870,6465,0,13080,0,8,8,1664,642,-287,-85,316,1634,641,-292,-92
02-JAN-2020,38,38499,34474,39762,35081,36105,2875,6465,0,13080,0,8,7,1651,642,-427,-228,295,1630,644,-429,-231
02-JAN-2020,39,37487,32889,38702,33497,35213,2859,6465,0,13080,0,9,7,1736,866,-424,-182,982,1716,874,-422,-178
02-JAN-2020,40,36378,31766,37631,32375,34114,2842,6465,0,13080,0,9,9,1739,876,-453,-191,1019,1719,876,-451,-190
02-JAN-2020,41,34913,30445,35987,31056,32717,2813,6465,0,13080,0,9,11,1988,770,-363,-102,914,1970,765,-357,-103
02-JAN-2020,42,33342,28923,34340,29536,31303,2784,6465,0,13080,0,12,13,1923,766,-307,-79,911,1871,765,-301,-75
02-JAN-2020,43,31761,27405,32539,28019,29781,2747,6465,0,13080,0,14,15,567,887,-164,53,926,529,892,-158,57
02-JAN-2020,44,29883,25702,30589,26316,28056,2709,6465,0,13080,0,13,14,402,893,-93,23,911,377,892,-87,27
02-JAN-2020,45,28148,24577,29372,25877,26393,2632,6465,0,13080,0,14,15,-610,805,59,113,150,-630,803,63,114
02-JAN-2020,46,26914,23293,28215,24591,25042,2555,6465,0,13080,0,13,13,-688,802,67,144,103,-680,801,67,150
02-JAN-2020,47,25394,22322,26936,23499,23633,2427,6465,0,13080,0,11,8,-575,657,80,283,-356,-567,650,80,287
02-JAN-2020,48,24208,21244,25766,22426,22550,2299,6465,0,13080,0,12,13,-570,650,81,352,-376,-568,648,81,350
03-JAN-2020,1,23901,20976,25670,22378,22216,2240,6465,0,13080,0,14,16,-780,450,81,353,-375,-780,442,81,350
03-JAN-2020,2,24396,21476,26185,22883,22660,2180,6465,0,13080,0,28,43,-786,433,81,353,-375,-772,422,81,350
03-JAN-2020,3,24294,21279,26280,22941,22495,2118,6465,0,13080,0,728,752,-335,105,47,353,-323,-322,102,45,350
03-JAN-2020,4,23760,20754,26052,22750,21933,2055,6465,0,13080,0,1065,1081,-290,102,-16,352,-321,-272,99,-16,350
03-JAN-2020,5,23295,20312,25819,22445,21467,2027,6465,0,13080,0,1461,1462,614,-98,-18,354,-347,625,-103,-17,350
03-JAN-2020,6,23077,20193,25719,22384,21217,1998,6465,0,13080,0,1521,1521,677,-104,-69,354,-348,671,-104,-73,350
03-JAN-2020,7,22818,19829,25454,21840,20955,1962,6465,0,13080,0,1445,1446,1049,-103,-224,354,-264,1043,-104,-229,350
03-JAN-2020,8,22498,19466,25083,21472,20547,1926,6465,0,13080,0,1363,1367,1040,-103,-258,355,-261,1009,-102,-252,350
03-JAN-2020,9,22201,19112,24274,20865,20322,1908,6465,0,13080,0,1197,1190,147,-2,-109,330,-165,122,-1,-102,325
03-JAN-2020,10,22205,19089,24060,20721,20416,1890,6465,0,13080,0,1042,1032,86,0,-51,234,-162,84,-1,-49,226
03-JAN-2020,11,22904,19851,23998,20793,21113,1911,6465,0,13080,0,360,342,54,307,29,82,-134,51,319,33,76
03-JAN-2020,12,23820,20758,24641,21452,21962,1931,6465,0,13080,0,100,94,91,340,52,0,-121,109,342,52,0
03-JAN-2020,13,26175,22615,26874,23235,24148,1911,6465,0,13080,0,19,20,1153,590,-80,0,539,1162,597,-84,0
03-JAN-2020,14,27751,24505,28549,25119,25595,1890,6465,0,13080,0,62,67,1248,601,-136,0,573,1244,605,-138,0
03-JAN-2020,15,29967,27029,30917,27648,27627,1902,6465,0,13080,0,70,75,1959,896,-280,0,280,1949,907,-284,0
03-JAN-2020,16,31730,28465,32790,29083,29263,1914,6465,0,13080,0,127,140,2000,908,-333,0,277,1973,906,-333,0
03-JAN-2020,17,33354,29348,34485,29966,30727,1916,6465,3,13080,0,92,89,1999,555,-439,0,878,1973,544,-440,0
03-JAN-2020,18,34632,30579,35748,31204,31880,1918,6465,56,13080,0,18,23,1999,538,-453,-45,908,1972,538,-451,-50
03-JAN-2020,19,35866,31616,37041,32230,33105,1940,6465,244,13080,0,14,13,1999,609,-370,-191,996,1973,611,-366,-198
03-JAN-2020,20,36177,31708,37397,32321,33426,1961,6465,560,13080,0,12,11,1998,574,-383,-225,999,1973,550,-383,-223
03-JAN-2020,21,36095,31616,37496,32313,33343,2008,6465,1060,13080,0,12,10,1999,-101,-446,-242,1000,1973,-108,-446,-241
03-JAN-2020,22,35671,31296,37127,31997,32916,2054,6465,1770,13080,0,14,15,1998,-109,-455,-278,999,1972,-106,-454,-275
03-JAN-2020,23,35545,31201,36907,31815,32740,2105,6465,2520,13080,0,13,14,1999,216,-455,-294,999,1973,226,-454,-297
03-JAN-2020,24,35622,31273,36989,31883,32790,2156,6465,2810,13080,0,8,9,1999,237,-455,-304,1000,1973,237,-453,-302
03-JAN-2020,25,35558,31182,36970,31791,32669,2166,6465,3140,13080,0,9,9,1998,328,-410,-393,1000,1973,330,-407,-395
03-JAN-2020,26,35244,30878,36668,31488,32398,2175,6465,3340,13080,0,9,11,1998,333,-453,-362,999,1973,338,-453,-354
03-JAN-2020,27,35109,30804,36386,31414,32336,2146,6465,3020,13080,0,9,11,1998,727,-455,-213,999,1972,737,-454,-208
03-JAN-2020,28,34840,30555,36071,31165,32210,2116,6465,2730,13080,0,9,11,1999,747,-455,-167,998,1973,746,-454,-164
03-JAN-2020,29,35189,30909,36253,31520,32555,2090,6465,2300,13080,0,9,11,1999,793,-421,-34,967,1972,793,-418,-31
03-JAN-2020,30,35504,31234,36592,31843,32848,2064,6465,1600,13080,0,9,9,1999,796,-441,-38,966,1972,794,-437,-39
03-JAN-2020,31,36286,32036,37213,32646,33608,2011,6465,740,13080,0,9,11,1999,785,-318,0,998,1973,784,-311,0
03-JAN-2020,32,37264,33097,38115,33708,34521,1957,6465,134,13080,0,9,11,1999,785,-242,0,1000,1972,785,-244,0
03-JAN-2020,33,38661,34421,39646,35030,35773,1959,6465,5,13080,0,9,9,1999,968,-364,-12,1019,1972,975,-364,-13
03-JAN-2020,34,40813,36371,41788,36973,37726,1960,6465,0,13080,0,7,2,1999,975,-324,-44,1019,1972,977,-323,-50
03-JAN-2020,35,41630,37198,42853,37805,38435,1967,6465,0,13080,0,6,7,1999,999,-428,-189,1019,1973,999,-430,-195
03-JAN-2020,36,41402,36963,42723,37570,38291,1973,6465,0,13080,0,6,7,1999,999,-456,-259,1020,1973,1000,-454,-255
03-JAN-2020,37,40851,36449,42034,37054,37849,1996,6465,0,13080,0,7,5,1999,969,-456,-120,1019,1972,970,-454,-116
03-JAN-2020,38,40278,35939,41446,36548,37354,2018,6465,0,13080,0,8,9,1999,967,-455,-105,1019,1972,971,-452,-105
03-JAN-2020,39,39468,35086,40449,35696,36721,2042,6465,0,13080,0,9,10,1999,1054,-361,-11,1020,1972,1058,-353,-10
03-JAN-2020,40,38198,33847,39073,34458,35579,2066,6465,0,13080,0,9,10,1999,1056,-266,0,1019,1972,1059,-260,0
03-JAN-2020,41,36679,32268,37407,32878,34124,2084,6465,0,13080,0,9,10,1998,1057,-119,0,1019,1972,1059,-111,1
03-JAN-2020,42,35029,30624,35720,31234,32663,2101,6465,0,13080,0,9,10,1953,1056,-82,0,1020,1906,1059,-84,0
03-JAN-2020,43,33325,28854,34108,29467,31085,2130,6465,0,13080,0,14,13,829,1002,-169,0,1000,794,1001,-169,0
03-JAN-2020,44,31540,27118,32252,27733,29405,2158,6465,0,13080,0,14,15,737,1000,-98,3,994,726,1000,-90,6
03-JAN-2020,45,29900,26119,30513,26731,27840,2176,6465,0,13080,0,13,10,458,887,49,76,455,443,885,53,79
03-JAN-2020,46,28547,24776,29157,25387,26571,2194,6465,0,13080,0,10,11,398,880,70,7,430,369,873,71,6
03-JAN-2020,47,26801,22724,28178,24195,24954,2179,6465,0,13080,0,9,11,-766,388,-2,0,650,-786,374,-6,0
03-JAN-2020,48,25719,21729,27356,23199,23959,2163,6465,0,13080,0,143,235,-865,352,-29,0,658,-857,338,-29,0
04-JAN-2020,1,25196,21276,27136,23091,23492,2187,6465,0,13080,0,115,233,-1049,-98,-78,0,773,-1041,-106,-74,0
04-JAN-2020,2,25422,21599,27364,23485,23767,2211,6465,0,13080,0,173,192,-1056,-113,61,65,765,-1044,-108,67,74
04-JAN-2020,3,24856,21652,26883,23528,23270,2225,6465,0,13080,0,159,273,-1164,-104,69,212,81,-1155,-104,67,215
04-JAN-2020,4,23933,20710,26200,22578,22493,2239,6465,0,13080,0,359,617,-1170,-104,-34,156,43,-1164,-102,-35,149
04-JAN-2020,5,23183,20056,25936,22799,21763,2250,6465,0,13080,0,551,812,-1602,318,62,21,2,-1594,334,67,18
04-JAN-2020,6,22654,19653,25675,22731,21251,2260,6465,0,13080,0,800,1077,-1621,346,36,0,0,-1602,333,35,0
04-JAN-2020,7,22212,19251,25763,22782,20774,2240,6465,0,13080,0,1311,1571,-1617,3,43,0,-23,-1598,-1,46,0
04-JAN-2020,8,21660,18728,25424,22482,20191,2219,6465,0,13080,0,1522,1779,-1616,0,45,0,-26,-1597,-1,46,0
04-JAN-2020,9,21269,18780,25453,22268,19876,2193,6465,0,13080,0,1641,1761,-1526,0,27,0,-417,-1504,-1,29,0
04-JAN-2020,10,21130,18721,25181,22115,19788,2167,6465,0,13080,0,1500,1628,-1521,0,27,0,-430,-1504,-1,29,0
04-JAN-2020,11,21355,18488,25028,21636,20002,2129,6465,0,13080,0,1534,1665,-1522,145,63,69,-17,-1504,151,65,75
04-JAN-2020,12,21746,18947,24972,21617,20328,2091,6465,0,13080,0,1103,1207,-1523,155,69,128,11,-1504,157,67,133
04-JAN-2020,13,22964,19630,25898,22157,21469,2040,6465,0,13080,0,741,867,-1525,433,-68,276,672,-1505,440,-70,280
04-JAN-2020,14,23887,20595,26409,22930,22285,1989,6465,0,13080,0,424,527,-1467,445,-31,267,707,-1424,446,-29,258
04-JAN-2020,15,25456,22125,26610,22865,23628,1946,6465,0,13080,0,21,109,-457,626,-76,115,800,-434,631,-73,108
04-JAN-2020,16,26653,23407,27533,24140,24692,1903,6465,0,13080,0,83,91,-197,591,62,32,804,-148,567,67,35
04-JAN-2020,17,28102,24790,28907,25486,26045,1858,6465,18,13080,0,106,98,1607,-99,81,83,803,1625,-107,81,90
04-JAN-2020,18,29478,26246,30200,26948,27313,1812,6465,213,13080,0,14,14,1797,-108,81,170,803,1776,-105,81,167
04-JAN-2020,19,30911,27643,31524,28255,28549,1800,6465,509,13080,0,13,12,1991,759,52,41,754,1971,801,50,37
04-JAN-2020,20,31797,28608,32406,29219,29315,1788,6465,684,13080,0,9,11,1999,955,14,0,753,1971,957,16,0
04-JAN-2020,21,32400,29055,33129,29666,29745,1796,6465,981,13080,0,9,11,1854,1011,-84,-36,924,1825,1013,-90,-38
04-JAN-2020,22,32626,29208,33517,29819,29921,1803,6465,1390,13080,0,9,11,1848,1013,-242,-40,930,1825,1014,-247,-38
04-JAN-2020,23,32772,29172,33702,29782,29985,1812,6465,1960,13080,0,9,11,1993,1014,-321,0,996,1972,1014,-319,0
04-JAN-2020,24,32701,29122,33640,29733,29847,1821,6465,2280,13080,0,9,11,1999,1013,-330,0,999,1972,1014,-328,0
04-JAN-2020,25,32546,28972,33455,29583,29699,1806,6465,2630,13080,0,9,11,1998,956,-300,0,1000,1972,956,-298,0
04-JAN-2020,26,32501,29012,33427,29623,29624,1790,6465,2440,13080,0,9,11,1998,953,-317,0,1000,1972,955,-314,0
04-JAN-2020,27,32506,29131,33332,29741,29611,1767,6465,2230,13080,0,9,11,1999,954,-217,0,999,1972,956,-211,0
04-JAN-2020,28,32501,29065,33259,29675,29716,1744,6465,1630,13080,0,9,11,1999,954,-149,0,999,1973,956,-143,0
04-JAN-2020,29,32647,29210,33298,29819,29940,1701,6465,1090,13080,0,8,9,1999,933,-43,0,1000,1972,935,-38,0
04-JAN-2020,30,33019,29528,33697,30137,30308,1657,6465,563,13080,0,9,9,1999,933,-69,0,999,1972,935,-72,0
04-JAN-2020,31,33477,30270,34308,30880,30741,1609,6465,268,13080,0,8,9,2000,925,-223,0,856,1973,926,-228,0
04-JAN-2020,32,34278,31213,35151,31829,31510,1560,6465,64,13080,0,15,16,2000,924,-258,0,851,1972,927,-253,0
04-JAN-2020,33,35896,32874,36683,33491,32992,1536,6465,2,13080,0,18,9,1999,997,-169,0,961,1973,999,-166,0
04-JAN-2020,34,37748,34602,38524,35210,34691,1511,6465,0,13080,0,11,8,1999,999,-165,0,965,1972,1000,-162,0
04-JAN-2020,35,38501,35191,39228,35801,35396,1495,6465,0,13080,0,10,8,2000,999,-117,0,1018,1973,1000,-115,0
04-JAN-2020,36,38644,35390,39414,36002,35566,1478,6465,0,13080,0,11,13,1999,1000,-159,0,1020,1972,1001,-157,0
04-JAN-2020,37,38358,34943,39071,35553,35351,1490,6465,0,13080,0,10,6,2000,1054,-103,0,1020,1973,1058,-100,0
04-JAN-2020,38,37684,34610,38415,35216,34790,1501,6465,0,13080,0,7,6,1999,1056,-124,0,1019,1972,1059,-121,0
04-JAN-2020,39,36936,33753,37590,34360,34106,1518,6465,0,13080,0,13,6,1999,1057,-41,0,1020,1973,1059,-38,0
04-JAN-2020,40,35980,32594,36635,33212,33250,1534,6465,0,13080,0,18,19,1999,1056,-37,0,1020,1972,1059,-34,0
04-JAN-2020,41,34754,31299,35370,31922,32146,1552,6465,0,13080,0,16,23,1999,1056,61,64,1019,1973,1059,67,74
04-JAN-2020,42,33613,30151,34228,30771,31188,1570,6465,0,13080,0,15,19,1999,1056,81,198,1020,1973,1056,81,202
04-JAN-2020,43,32340,29007,32954,29626,30060,1589,6465,0,13080,0,14,19,2000,801,81,347,1001,1973,792,81,351
04-JAN-2020,44,30787,27566,31401,28182,28746,1608,6465,0,13080,0,14,16,1999,788,81,408,1000,1972,782,81,407
04-JAN-2020,45,29194,26012,29807,26627,27234,1623,6465,0,13080,0,13,15,1903,424,81,496,953,1875,412,81,494
04-JAN-2020,46,27809,24658,28423,25272,25890,1638,6465,0,13080,0,14,15,1896,407,81,462,950,1864,410,81,455
04-JAN-2020,47,26382,23460,26996,24074,24616,1621,6465,0,13080,0,14,14,1427,696,76,367,716,1396,704,74,358
04-JAN-2020,48,25407,22478,26017,23088,23767,1604,6465,0,13080,0,10,11,1405,708,26,217,707,1386,702,29,209
05-JAN-2020,1,25028,22074,25639,22685,23349,1617,6465,0,13080,0,11,11,1367,341,120,219,683,1344,329,122,222
05-JAN-2020,2,25205,22228,25820,22842,23610,1629,6465,0,13080,0,15,14,1365,315,132,287,682,1348,303,131,289
05-JAN-2020,3,24654,21907,25623,22899,23143,1648,6465,0,13080,0,16,18,1365,-353,132,433,454,1347,-372,131,436
05-JAN-2020,4,23828,21047,25157,22363,22435,1666,6465,0,13080,0,332,342,1365,-397,116,470,436,1345,-399,116,466
05-JAN-2020,5,23101,20891,24789,22350,21785,1692,6465,0,13080,0,318,308,1201,-564,131,504,-206,1179,-570,131,500
05-JAN-2020,6,22619,20492,24318,21939,21301,1718,6465,0,13080,0,288,296,1163,-572,132,504,-239,1128,-570,131,500
05-JAN-2020,7,22266,20048,23508,21117,20914,1737,6465,0,13080,0,105,96,173,-404,132,504,-133,148,-399,131,500
05-JAN-2020,8,21838,19480,23197,20701,20449,1755,6465,0,13080,0,232,247,65,-397,132,504,-130,44,-397,131,500
05-JAN-2020,9,21285,18884,23494,20924,19944,1769,6465,0,13080,0,184,175,-990,-303,132,504,-132,-1005,-300,131,500
05-JAN-2020,10,21039,18835,23627,21280,19717,1783,6465,0,13080,0,486,507,-1071,-299,132,504,-132,-1061,-300,131,500
05-JAN-2020,11,21034,18898,23578,21338,19711,1803,6465,0,13080,0,368,361,-1133,-369,132,504,-74,-1123,-372,131,500
05-JAN-2020,12,21205,19101,23739,21537,19854,1822,6465,0,13080,0,356,357,-1133,-372,132,504,-73,-1115,-373,131,500
05-JAN-2020,13,21973,20217,24328,22079,20494,1832,6465,0,13080,0,245,235,-695,-377,132,504,-438,-678,-377,131,500
05-JAN-2020,14,22581,20570,24975,22499,21066,1842,6465,0,13080,0,296,302,-670,-377,132,504,-451,-657,-379,131,500
05-JAN-2020,15,23538,21561,25415,22836,21966,1860,6465,0,13080,0,111,103,-135,-531,132,504,-500,-122,-537,131,500
05-JAN-2020,16,24243,22239,26107,23552,22650,1877,6465,0,13080,0,139,153,-85,-538,132,504,-502,-72,-537,131,500
05-JAN-2020,17,25412,23198,27290,24634,23724,1892,6465,0,13080,0,516,517,783,-377,132,504,-385,789,-372,131,500
